name,station_name_combined,station_number,district,religion,gender,to_register,from_register,room,station_name,maps,coordinates
ناخبات الطائفة سني من سجل ١٠٥٥ إلى سجل ١١١٦,ثانوية خالد بن الوليد المقاصد  –  الحرج غرفة رقم ٦,192,المزرعة,سني,أنثى,1116,1055,غرفة رقم ٦,ثانوية خالد بن الوليد المقاصد  –  الحرج,https://maps.app.goo.gl/GUsWL8auSoFAwK9MA,"33.87738312189165, 35.50621101658488"
ناخبات الطائفة سني من سجل ١١١٧ إلى سجل ١١٧٣,ثانوية خالد بن الوليد المقاصد  –  الحرج غرفة رقم ٧,193,المزرعة,سني,أنثى,1173,1117,غرفة رقم ٧,ثانوية خالد بن الوليد المقاصد  –  الحرج,https://maps.app.goo.gl/GUsWL8auSoFAwK9MA,"33.87738312189165, 35.50621101658488"
ناخبات الطائفة سني من سجل ١١٧٤ إلى سجل ١٢٤١,ثانوية خالد بن الوليد المقاصد  –  الحرج غرفة رقم ٨,194,المزرعة,سني,أنثى,1241,1174,غرفة رقم ٨,ثانوية خالد بن الوليد المقاصد  –  الحرج,https://maps.app.goo.gl/GUsWL8auSoFAwK9MA,"33.87738312189165, 35.50621101658488"
ناخبات الطائفة سني من سجل ١٢٤٢ إلى سجل ١٣١٢,ثانوية خالد بن الوليد المقاصد  –  الحرج غرفة رقم ٩,195,المزرعة,سني,أنثى,1312,1242,غرفة رقم ٩,ثانوية خالد بن الوليد المقاصد  –  الحرج,https://maps.app.goo.gl/GUsWL8auSoFAwK9MA,"33.87738312189165, 35.50621101658488"
ناخبات الطائفة سني من سجل ١٣١٤ إلى سجل ١٣٨٨,ثانوية خالد بن الوليد المقاصد  –  الحرج غرفة رقم ١٠,196,المزرعة,سني,أنثى,1388,1314,غرفة رقم ١٠,ثانوية خالد بن الوليد المقاصد  –  الحرج,https://maps.app.goo.gl/GUsWL8auSoFAwK9MA,"33.87738312189165, 35.50621101658488"
ناخبات الطائفة سني من سجل ١٣٨٩ إلى سجل ١٤٥٧,ثانوية خالد بن الوليد المقاصد  –  الحرج غرفة رقم ١١,197,المزرعة,سني,أنثى,1457,1389,غرفة رقم ١١,ثانوية خالد بن الوليد المقاصد  –  الحرج,https://maps.app.goo.gl/GUsWL8auSoFAwK9MA,"33.87738312189165, 35.50621101658488"
ناخبات الطائفة سني من سجل ١٤٥٨ إلى سجل ١٥٣٢,ثانوية خالد بن الوليد المقاصد  –  الحرج غرفة رقم ١٢,198,المزرعة,سني,أنثى,1532,1458,غرفة رقم ١٢,ثانوية خالد بن الوليد المقاصد  –  الحرج,https://maps.app.goo.gl/GUsWL8auSoFAwK9MA,"33.87738312189165, 35.50621101658488"
ناخبات الطائفة سني من سجل ١٥٣٣ إلى سجل ١٥٨٤,ثانوية خالد بن الوليد المقاصد  –  الحرج غرفة رقم ١٣,199,المزرعة,سني,أنثى,1584,1533,غرفة رقم ١٣,ثانوية خالد بن الوليد المقاصد  –  الحرج,https://maps.app.goo.gl/GUsWL8auSoFAwK9MA,"33.87738312189165, 35.50621101658488"
ناخبات الطائفة سني من سجل ١٥٨٥ إلى سجل ١٦٣٢,ثانوية خالد بن الوليد المقاصد  –  الحرج غرفة رقم ١٤,200,المزرعة,سني,أنثى,1632,1585,غرفة رقم ١٤,ثانوية خالد بن الوليد المقاصد  –  الحرج,https://maps.app.goo.gl/GUsWL8auSoFAwK9MA,"33.87738312189165, 35.50621101658488"
ناخبات الطائفة سني من سجل ١٦٣٣ إلى سجل ١٧٠٠,ثانوية خالد بن الوليد المقاصد  –  الحرج غرفة رقم ١٥,201,المزرعة,سني,أنثى,1700,1633,غرفة رقم ١٥,ثانوية خالد بن الوليد المقاصد  –  الحرج,https://maps.app.goo.gl/GUsWL8auSoFAwK9MA,"33.87738312189165, 35.50621101658488"
ناخبات الطائفة سني من سجل ١٧٠١ إلى سجل ١٧٨٥,ثانوية خالد بن الوليد المقاصد  –  الحرج غرفة رقم ١٦,202,المزرعة,سني,أنثى,1785,1701,غرفة رقم ١٦,ثانوية خالد بن الوليد المقاصد  –  الحرج,https://maps.app.goo.gl/GUsWL8auSoFAwK9MA,"33.87738312189165, 35.50621101658488"
ناخبو الطائفة سني من سجل ١ إلى سجل ٨٧,"ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار
 غرفة رقم ١",265,المصيطبة,سني,ذكر,87,1,غرفة رقم ١,ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار,https://maps.app.goo.gl/oSUeZbBNLi5vAZx86,"33.89071177598854, 35.48591634664937"
ناخبو الطائفة سني من سجل ٨٨ إلى سجل ١٧٩,"ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار
 غرفة رقم ٢",266,المصيطبة,سني,ذكر,179,88,غرفة رقم ٢,ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار,https://maps.app.goo.gl/oSUeZbBNLi5vAZx86,"33.89071177598854, 35.48591634664937"
ناخبو الطائفة سني من سجل ١٨١ إلى سجل ٢٥٤,"ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار
 غرفة رقم ٣",267,المصيطبة,سني,ذكر,254,181,غرفة رقم ٣,ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار,https://maps.app.goo.gl/oSUeZbBNLi5vAZx86,"33.89071177598854, 35.48591634664937"
ناخبو الطائفة سني من سجل ٢٥٥ إلى سجل ٣١٣,"ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار
 غرفة رقم ٤",268,المصيطبة,سني,ذكر,313,255,غرفة رقم ٤,ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار,https://maps.app.goo.gl/oSUeZbBNLi5vAZx86,"33.89071177598854, 35.48591634664937"
ناخبو الطائفة سني من سجل ٣١٤ إلى سجل ٣٩٠,"ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار
 غرفة رقم ٥",269,المصيطبة,سني,ذكر,390,314,غرفة رقم ٥,ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار,https://maps.app.goo.gl/oSUeZbBNLi5vAZx86,"33.89071177598854, 35.48591634664937"
ناخبو الطائفة سني من سجل ٣٩١ إلى سجل ٤٤٧,"ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار
 غرفة رقم ٦",270,المصيطبة,سني,ذكر,447,391,غرفة رقم ٦,ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار,https://maps.app.goo.gl/oSUeZbBNLi5vAZx86,"33.89071177598854, 35.48591634664937"
ناخبو الطائفة سني من سجل ٤٤٨ إلى سجل ٥٢١,"ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار
 غرفة رقم ٧",271,المصيطبة,سني,ذكر,521,448,غرفة رقم ٧,ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار,https://maps.app.goo.gl/oSUeZbBNLi5vAZx86,"33.89071177598854, 35.48591634664937"
ناخبو الطائفة سني من سجل ٥٢٣ إلى سجل ٥٨٧,"ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار
 غرفة رقم ٨",272,المصيطبة,سني,ذكر,587,523,غرفة رقم ٨,ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار,https://maps.app.goo.gl/oSUeZbBNLi5vAZx86,"33.89071177598854, 35.48591634664937"
ناخبو الطائفة سني من سجل ٥٨٨ إلى سجل ٦٥٢,"ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار
 غرفة رقم ٩",273,المصيطبة,سني,ذكر,652,588,غرفة رقم ٩,ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار,https://maps.app.goo.gl/oSUeZbBNLi5vAZx86,"33.89071177598854, 35.48591634664937"
ناخبو الطائفة سني من سجل ٦٥٣ إلى سجل ٧٤٣,"ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار
 غرفة رقم ١٠",274,المصيطبة,سني,ذكر,743,653,غرفة رقم ١٠,ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار,https://maps.app.goo.gl/oSUeZbBNLi5vAZx86,"33.89071177598854, 35.48591634664937"
ناخبو الطائفة سني من سجل ٧٤٤ إلى سجل ٨٢٥,"ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار
 غرفة رقم ١١",275,المصيطبة,سني,ذكر,825,744,غرفة رقم ١١,ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار,https://maps.app.goo.gl/oSUeZbBNLi5vAZx86,"33.89071177598854, 35.48591634664937"
ناخبو الطائفة سني من سجل ٨٢٧ إلى سجل ٨٩١,"ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار
 غرفة رقم ١٢",276,المصيطبة,سني,ذكر,891,827,غرفة رقم ١٢,ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار,https://maps.app.goo.gl/oSUeZbBNLi5vAZx86,"33.89071177598854, 35.48591634664937"
ناخبو الطائفة سني من سجل ٨٩٣ إلى سجل ٩٧٩,"ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار
 غرفة رقم ١٣",277,المصيطبة,سني,ذكر,979,893,غرفة رقم ١٣,ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار,https://maps.app.goo.gl/oSUeZbBNLi5vAZx86,"33.89071177598854, 35.48591634664937"
ناخبو الطائفة سني من سجل ٩٨٠ إلى سجل ١٠٥٩,"ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار
 غرفة رقم ١٤",278,المصيطبة,سني,ذكر,1059,980,غرفة رقم ١٤,ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار,https://maps.app.goo.gl/oSUeZbBNLi5vAZx86,"33.89071177598854, 35.48591634664937"
ناخبو الطائفة سني من سجل ١٠٦٠ إلى سجل ١١٥٥,"ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار
 غرفة رقم ١٥",279,المصيطبة,سني,ذكر,1155,1060,غرفة رقم ١٥,ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار,https://maps.app.goo.gl/oSUeZbBNLi5vAZx86,"33.89071177598854, 35.48591634664937"
ناخبو الطائفة سني من سجل ١١٥٦ إلى سجل ١٢١٧,"ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار
 غرفة رقم ١٦",280,المصيطبة,سني,ذكر,1217,1156,غرفة رقم ١٦,ثانوية خديجة الكبرى شارع بني معروف قرب جامع القصار,https://maps.app.goo.gl/oSUeZbBNLi5vAZx86,"33.89071177598854, 35.48591634664937"
ناخبو الطائفة سني من سجل ٢٣٦٨ إلى سجل ٢٤٦١,"ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع غرفة
 رقم ١",145,المزرعة,سني,ذكر,2461,2368,"غرفة
 رقم ١",ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع,https://maps.app.goo.gl/2tox3RLKsxLBDu6d7,"33.88435276871296, 35.504980400744685"
ناخبو الطائفة سني من سجل ٢٤٦٣ إلى سجل ٢٥٤٧,"ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع غرفة
 رقم ٢",146,المزرعة,سني,ذكر,2547,2463,"غرفة
 رقم ٢",ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع,https://maps.app.goo.gl/2tox3RLKsxLBDu6d7,"33.88435276871296, 35.504980400744685"
ناخبو الطائفة سني من سجل ٢٥٤٨ إلى سجل ٢٦٢٨,"ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع غرفة
 رقم ٣",147,المزرعة,سني,ذكر,2628,2548,"غرفة
 رقم ٣",ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع,https://maps.app.goo.gl/2tox3RLKsxLBDu6d7,"33.88435276871296, 35.504980400744685"
ناخبو الطائفة سني من سجل ٢٦٢٩ إلى سجل ٢٦٩٤,"ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع غرفة
 رقم ٤",148,المزرعة,سني,ذكر,2694,2629,"غرفة
 رقم ٤",ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع,https://maps.app.goo.gl/2tox3RLKsxLBDu6d7,"33.88435276871296, 35.504980400744685"
ناخبو الطائفة سني من سجل ٢٦٩٥ إلى سجل ٢٧٧٧,"ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع غرفة
 رقم ٥",149,المزرعة,سني,ذكر,2777,2695,"غرفة
 رقم ٥",ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع,https://maps.app.goo.gl/2tox3RLKsxLBDu6d7,"33.88435276871296, 35.504980400744685"
ناخبو الطائفة سني من سجل ٢٧٧٨ إلى سجل ٢٨٢٥,"ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع غرفة
 رقم ٦",150,المزرعة,سني,ذكر,2825,2778,"غرفة
 رقم ٦",ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع,https://maps.app.goo.gl/2tox3RLKsxLBDu6d7,"33.88435276871296, 35.504980400744685"
ناخبو الطائفة سني من سجل ٢٨٢٧ إلى سجل ٢٨٩٧,"ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع غرفة
 رقم ٧",151,المزرعة,سني,ذكر,2897,2827,"غرفة
 رقم ٧",ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع,https://maps.app.goo.gl/2tox3RLKsxLBDu6d7,"33.88435276871296, 35.504980400744685"
ناخبو الطائفة سني من سجل ٢٨٩٩ إلى سجل ٣٠٩٥,"ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع غرفة
 رقم ٨",152,المزرعة,سني,ذكر,3095,2899,"غرفة
 رقم ٨",ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع,https://maps.app.goo.gl/2tox3RLKsxLBDu6d7,"33.88435276871296, 35.504980400744685"
ناخبو الطائفة سني من سجل ٣٠٩٦ إلى سجل ٣١٩١,"ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع غرفة
 رقم ٩",153,المزرعة,سني,ذكر,3191,3096,"غرفة
 رقم ٩",ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع,https://maps.app.goo.gl/2tox3RLKsxLBDu6d7,"33.88435276871296, 35.504980400744685"
ناخبو الطائفة سني من سجل ٣١٩٣ إلى سجل ٣٣١٠,"ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع غرفة
 رقم ١٠",154,المزرعة,سني,ذكر,3310,3193,"غرفة
 رقم ١٠",ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع,https://maps.app.goo.gl/2tox3RLKsxLBDu6d7,"33.88435276871296, 35.504980400744685"
ناخبو الطائفة سني من سجل ٣٣١٣ إلى سجل ٣٤٣٤,"ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع غرفة
 رقم ١١",155,المزرعة,سني,ذكر,3434,3313,"غرفة
 رقم ١١",ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع,https://maps.app.goo.gl/2tox3RLKsxLBDu6d7,"33.88435276871296, 35.504980400744685"
ناخبو الطائفة سني من سجل ٣٤٣٥ إلى سجل ٣٥٤٧,"ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع غرفة
 رقم ١٢",156,المزرعة,سني,ذكر,3547,3435,"غرفة
 رقم ١٢",ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع,https://maps.app.goo.gl/2tox3RLKsxLBDu6d7,"33.88435276871296, 35.504980400744685"
ناخبو الطائفة سني من سجل ٣٥٥٠ إلى سجل ٣٦٥٥,"ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع غرفة
 رقم ١٣",157,المزرعة,سني,ذكر,3655,3550,"غرفة
 رقم ١٣",ثانوية دولة الرئيس رياض الصلح المختلطة –  رأس النبع,https://maps.app.goo.gl/2tox3RLKsxLBDu6d7,"33.88435276871296, 35.504980400744685"
ناخبات الطائفة روم ارثوذكس من سجل ٦٤٥ إلى سجل ٨٢٩,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ١",458,رأس بيروت,روم ارثوذكس,أنثى,829,645,"غرفة رقم
 ١",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبات الطائفة اشوري ارثوذكس من سجل ١ إلى سجل ٧,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ٢",459,رأس بيروت,اشوري ارثوذكس,أنثى,7,1,"غرفة رقم
 ٢",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبات الطائفة علوي من سجل ١ إلى سجل ٥,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ٢",459,رأس بيروت,علوي,أنثى,5,1,"غرفة رقم
 ٢",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبات الطائفة كلدان كاثوليك من سجل ١ إلى سجل ١٣,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ٢",459,رأس بيروت,كلدان كاثوليك,أنثى,13,1,"غرفة رقم
 ٢",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبو الطائفة اشوري ارثوذكس من سجل ١ إلى سجل ٧,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ٢",459,رأس بيروت,اشوري ارثوذكس,ذكر,7,1,"غرفة رقم
 ٢",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبو الطائفة روم كاثوليك من سجل ٩ إلى سجل ١٣٩,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ٢",459,رأس بيروت,روم كاثوليك,ذكر,139,9,"غرفة رقم
 ٢",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبو الطائفة علوي من سجل ١ إلى سجل ٤,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ٢",459,رأس بيروت,علوي,ذكر,4,1,"غرفة رقم
 ٢",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبو الطائفة كلدان كاثوليك من سجل ١ إلى سجل ١٣,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ٢",459,رأس بيروت,كلدان كاثوليك,ذكر,13,1,"غرفة رقم
 ٢",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبات الطائفة روم كاثوليك من سجل ١٨٥ إلى سجل ٤٥٠,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ٣",460,رأس بيروت,روم كاثوليك,أنثى,450,185,"غرفة رقم
 ٣",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبو الطائفة شيعي من سجل ٢ إلى سجل ١٦٦,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ٤",461,رأس بيروت,شيعي,ذكر,166,2,"غرفة رقم
 ٤",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبات الطائفة شيعي من سجل ٢ إلى سجل ١٦٦,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ٥",462,رأس بيروت,شيعي,أنثى,166,2,"غرفة رقم
 ٥",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبو الطائفة درزي من سجل ٤ إلى سجل ١٧١,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ٦",463,رأس بيروت,درزي,ذكر,171,4,"غرفة رقم
 ٦",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبات الطائفة درزي من سجل ٢ إلى سجل ١٧٦,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ٧",464,رأس بيروت,درزي,أنثى,176,2,"غرفة رقم
 ٧",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبات الطائفة سريان ارثوذكس من سجل ٤ إلى سجل ٥٢,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ٨",465,رأس بيروت,سريان ارثوذكس,أنثى,52,4,"غرفة رقم
 ٨",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبات الطائفة سريان كاثوليك من سجل ٢ إلى سجل ٦٤,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ٨",465,رأس بيروت,سريان كاثوليك,أنثى,64,2,"غرفة رقم
 ٨",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبو الطائفة سريان ارثوذكس من سجل ٤ إلى سجل ٥١,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ٨",465,رأس بيروت,سريان ارثوذكس,ذكر,51,4,"غرفة رقم
 ٨",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبو الطائفة سريان كاثوليك من سجل ٢ إلى سجل ٦٤,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ٨",465,رأس بيروت,سريان كاثوليك,ذكر,64,2,"غرفة رقم
 ٨",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبو الطائفة انجيلي من سجل ١ إلى سجل ٥٠٩,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ٩",466,رأس بيروت,انجيلي,ذكر,509,1,"غرفة رقم
 ٩",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبات الطائفة انجيلي من سجل ١ إلى سجل ٥٠٩,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ١٠",467,رأس بيروت,انجيلي,أنثى,509,1,"غرفة رقم
 ١٠",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبات الطائفة ارمن ارثوذكس من سجل ١ إلى سجل ١٦٣,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ١١",468,رأس بيروت,ارمن ارثوذكس,أنثى,163,1,"غرفة رقم
 ١١",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبات الطائفة روم ارثوذكس من سجل ٨٣٠ إلى سجل ١٠٢٠,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ١١",468,رأس بيروت,روم ارثوذكس,أنثى,1020,830,"غرفة رقم
 ١١",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبو الطائفة ارمن ارثوذكس من سجل ٢ إلى سجل ١٦٣,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ١١",468,رأس بيروت,ارمن ارثوذكس,ذكر,163,2,"غرفة رقم
 ١١",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبات الطائفة ارمن كاثوليك من سجل ٩ إلى سجل ٤٤,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ١٢",469,رأس بيروت,ارمن كاثوليك,أنثى,44,9,"غرفة رقم
 ١٢",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبات الطائفة ااسرائيلي من سجل ١ إلى سجل ١١,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ١٢",469,رأس بيروت,اسرائيلي,أنثى,11,1,"غرفة رقم
 ١٢",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبات الطائفة تين من سجل ٥ إلى سجل ١٣٦,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ١٢",469,رأس بيروت,لاتين,أنثى,136,5,"غرفة رقم
 ١٢",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبات الطائفة مختلط من سجل ١ إلى سجل ٣,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ١٢",469,رأس بيروت,مختلط,أنثى,3,1,"غرفة رقم
 ١٢",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبو الطائفة ارمن كاثوليك من سجل ٤ إلى سجل ٤٤,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ١٢",469,رأس بيروت,ارمن كاثوليك,ذكر,44,4,"غرفة رقم
 ١٢",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبو الطائفة ااسرائيلي من سجل ٧ إلى سجل ٩,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ١٢",469,رأس بيروت,اسرائيلي,ذكر,9,7,"غرفة رقم
 ١٢",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبو الطائفة تين من سجل ١ إلى سجل ١٣٥,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ١٢",469,رأس بيروت,لاتين,ذكر,135,1,"غرفة رقم
 ١٢",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
